frequency,gain,phase
100.0,0.0007871267327022927,-1.6747741965535041
200.0,0.0002699201376189348,-1.4856486843887513
300.0,9.341650343029862e-05,-3.357866871020551
400.0,7.981908107078929e-05,-4.113590501747004
