frequency,gain,phase
10.0,0.8690468545265603,-1.5953895715961242
20.0,0.08480893629825113,-3.3982684356614548
30.0,0.03556882172890487,-2.6322172866316116
40.0,0.02094370826013078,-3.276844061632272
